Approved symbol	NCBI Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)	UniProt ID(supplied by UniProt)
AFP	174	ENSG00000081051	P02771
AFTPH	54812	ENSG00000119844	Q6ULP2
AGA	175	ENSG00000038002	P20933
AGAP1	116987	ENSG00000157985	Q9UPQ3
AGAP1-IT1	100506749	ENSG00000235529	
AGAP2	116986	ENSG00000135439	Q99490
AGAP2-AS1	100130776	ENSG00000255737	
AGAP3	116988	ENSG00000133612	Q96P47
AGAP4	119016	ENSG00000188234	Q96P64
AGAP5	729092	ENSG00000172650	A6NIR3
AGAP6	414189	ENSG00000204149	Q5VW22
AGAP7P	653268	ENSG00000264204	Q5VUJ5
AGAP8			
AGAP9	642517	ENSG00000204172	Q5VTM2
AGAP10			
AGAP10P	653234	ENSG00000230869	
AGAP11	119385	ENSG00000271880	Q8TF27
AGAP12P	414224	ENSG00000265018	
AGAP13P	728005	ENSG00000243289	
AGAP14P	653259	ENSG00000279058	
AGBL1	123624	ENSG00000273540	Q96MI9
AGBL1-AS1	727915	ENSG00000260125	
AGBL2	79841	ENSG00000165923	Q5U5Z8
AGBL3	340351	ENSG00000146856	Q8NEM8
AGBL4	84871	ENSG00000186094	Q5VU57
AGBL4-AS1	101929721	ENSG00000230114	
AGBL4-IT1	100874313	ENSG00000225623	
AGBL5	60509	ENSG00000084693	Q8NDL9
AGBL5-AS1	100874031	ENSG00000231636	
AGBL5-IT1	106481744	ENSG00000229122	
AGER	177	ENSG00000204305	Q15109
AGFG1	3267	ENSG00000173744	P52594
AGFG2	3268	ENSG00000106351	O95081
AGGF1	55109	ENSG00000164252	Q8N302
AGGF1P1	100132380	ENSG00000214273	
AGGF1P2	644435	ENSG00000233435	
AGGF1P3	391552	ENSG00000241532	
AGGF1P4	100129351	ENSG00000261689	
AGGF1P5	100128103	ENSG00000260680	
AGGF1P6	106481737	ENSG00000259836	
AGGF1P7	100132606	ENSG00000260994	
AGGF1P8	100128804	ENSG00000261752	
AGGF1P9	100127958	ENSG00000260427	
AGGF1P10	100288774	ENSG00000282968	
AGK	55750	ENSG00000006530	Q53H12
AGKP1	359793	ENSG00000226555	
AGL	178	ENSG00000162688	P35573
AGMAT	79814	ENSG00000116771	Q9BSE5
AGMO	392636	ENSG00000187546	Q6ZNB7
AGMX1			
AGMX2			
AGO1	26523	ENSG00000092847	Q9UL18
AGO2	27161	ENSG00000123908	Q9UKV8
AGO3	192669	ENSG00000126070	Q9H9G7
AGO4	192670	ENSG00000134698	Q9HCK5
AGPAT1	10554	ENSG00000204310	Q99943
AGPAT2	10555	ENSG00000169692	O15120
AGPAT3	56894	ENSG00000160216	Q9NRZ7
AGPAT4	56895	ENSG00000026652	Q9NRZ5
AGPAT4-IT1	79992		Q9H0P7
AGPAT5	55326	ENSG00000155189	Q9NUQ2
AGPAT5P1	646231	ENSG00000234652	
AGPS	8540	ENSG00000018510	O00116
AGR2	10551	ENSG00000106541	O95994
AGR3	155465	ENSG00000173467	Q8TD06
AGRN	375790	ENSG00000188157	O00468
AGRP	181	ENSG00000159723	O00253
AGS			
AGS1			
AGS2			
AGT	183	ENSG00000135744	P01019
AGTBP			
AGTIL			
AGTPBP1	23287	ENSG00000135049	Q9UPW5
AGTR1	185	ENSG00000144891	P30556
AGTR1B			
AGTR2	186	ENSG00000180772	P50052
AGTRAP	57085	ENSG00000177674	Q6RW13
AGTRL2			
AGXT	189	ENSG00000172482	P21549
AGXT2	64902	ENSG00000113492	Q9BYV1
AHC			
AHCTF1	25909	ENSG00000153207	Q8WYP5
AHCTF1P1	285116	ENSG00000226121	
AHCY	191	ENSG00000101444	P23526
AHCYL1	10768	ENSG00000168710	O43865
AHCYL2	23382	ENSG00000158467	Q96HN2
AHCYP1	340844		
AHCYP2	392387	ENSG00000238181	
AHCYP3	402093	ENSG00000233955	
AHCYP4	129560	ENSG00000232992	
AHCYP5	391470	ENSG00000213107	
AHCYP6	100419714		
AHCYP7	645486	ENSG00000259465	
AHCYP8	107063538	ENSG00000242529	
AHDC1	27245	ENSG00000126705	Q5TGY3
AHDS			
AHI1	54806	ENSG00000135541	Q8N157
AHNAK	79026	ENSG00000124942	Q09666
AHNAK2	113146	ENSG00000185567	Q8IVF2
AHR	196	ENSG00000106546	P35869
AHRR	57491		A9YTQ3
AHSA1	10598	ENSG00000100591	O95433
AHSA2P	130872	ENSG00000173209	Q719I0
AHSG	197	ENSG00000145192	P02765
AHSP	51327	ENSG00000169877	Q9NZD4
AIC			
AICDA	57379	ENSG00000111732	Q9GZX7
AIDA	64853	ENSG00000186063	Q96BJ3
AIDAP1	646050	ENSG00000230154	
AIDAP2	646890	ENSG00000251429	
AIDAP3	100128360	ENSG00000264189	
AIED			
AIF1	199	ENSG00000204472	P55008
AIF1L	83543	ENSG00000126878	Q9BQI0
AIFM1	9131	ENSG00000156709	O95831
AIFM1P1	645120	ENSG00000225509	
AIFM2	84883	ENSG00000042286	Q9BRQ8
AIFM3	150209	ENSG00000183773	Q96NN9
AIG1	51390	ENSG00000146416	Q9NVV5
AIG1P1	106479028	ENSG00000249089	
AIH1			
AIH2			
AIH3			
AIM2	9447	ENSG00000163568	O14862
AIMP1	9255	ENSG00000164022	Q12904
AIMP1P1	170547	ENSG00000234187	
AIMP1P2	100873064	ENSG00000227177	
AIMP2	7965	ENSG00000106305	Q13155
AIP	9049	ENSG00000110711	O00170
AIPL1	23746	ENSG00000129221	Q9NZN9
AIRE	326	ENSG00000160224	O43918
AIRN	100271873	ENSG00000268257	
AIS1			
AIS2			
AIS3			
AJAP1	55966	ENSG00000196581	Q9UKB5
AJM1	389813	ENSG00000232434	C9J069
AJUBA	84962	ENSG00000129474	Q96IF1
AK1	203	ENSG00000106992	P00568
AK2	204	ENSG00000004455	P54819
AK2P1	266920		
AK2P2	339736	ENSG00000242272	
AK3	50808	ENSG00000147853	Q9UIJ7
AK3P2	100419074	ENSG00000250115	
AK3P3	100419075	ENSG00000230042	
AK3P4	100129959	ENSG00000248722	
AK3P5	100288319	ENSG00000228816	
AK3P6	100873789		
AK4	205	ENSG00000162433	P27144
AK4P1	206	ENSG00000263535	
AK4P2	100132104	ENSG00000249410	
AK4P3	645619	ENSG00000233381	
AK4P4	100128705	ENSG00000223621	
AK4P5	100526416	ENSG00000217377	
AK4P6	649288	ENSG00000235606	
AK5	26289	ENSG00000154027	Q9Y6K8
AK6	102157402	ENSG00000085231	Q9Y3D8
AK6			
AK6P1	100132086	ENSG00000256614	
AK6P2	100128817	ENSG00000257173	
AK7	122481	ENSG00000140057	Q96M32
AK8	158067	ENSG00000165695	Q96MA6
AK9	221264	ENSG00000155085	Q5TCS8
AKAIN1	642597	ENSG00000231824	P0CW23
AKAP1	8165	ENSG00000121057	Q92667
AKAP2			Q9Y2D5
AKAP3	10566	ENSG00000111254	O75969
AKAP4	8852	ENSG00000147081	Q5JQC9
AKAP5	9495	ENSG00000179841	P24588
AKAP6	9472	ENSG00000151320	Q13023
AKAP7	9465	ENSG00000118507	O43687, Q9P0M2
AKAP8	10270	ENSG00000105127	O43823
AKAP8L	26993	ENSG00000011243	Q9ULX6
AKAP8P1	646114	ENSG00000234146	
AKAP9	10142	ENSG00000127914	Q99996
AKAP10	11216	ENSG00000108599	O43572
AKAP11	11215	ENSG00000023516	Q9UKA4
AKAP11-IT1			
AKAP12	9590	ENSG00000131016	Q02952
AKAP13	11214	ENSG00000170776	Q12802
AKAP14	158798	ENSG00000186471	Q86UN6
AKAP17A	8227	ENSG00000197976	Q02040
AKAP17BP	139516	ENSG00000214992	
AKD2			
AKIP1	56672	ENSG00000166452	Q9NQ31
AKIRIN1	79647	ENSG00000174574	Q9H9L7
AKIRIN1P1	100418731	ENSG00000257786	
AKIRIN1P2	106480306	ENSG00000228125	
AKIRIN2	55122	ENSG00000135334	Q53H80
AKIRIN2-AS1			
AKIRIN2P1	100216487	ENSG00000251482	
AKNA	80709	ENSG00000106948	Q7Z591
AKNAD1	254268	ENSG00000162641	Q5T1N1
AKR1A1	10327	ENSG00000117448	P14550
AKR1B1	231	ENSG00000085662	P15121
AKR1B1P1	401982	ENSG00000229991	
AKR1B1P2	236	ENSG00000213452	
AKR1B1P3	729347	ENSG00000213785	
AKR1B1P4	390402	ENSG00000237876	
AKR1B1P5	390482		
AKR1B1P6	100129769	ENSG00000225212	
AKR1B1P7	126242	ENSG00000266899	
AKR1B1P8	392525	ENSG00000231371	
AKR1B10	57016	ENSG00000198074	O60218
AKR1B10P1	340888	ENSG00000213606	
AKR1B10P2	643582	ENSG00000263355	
AKR1B11			
AKR1B15	441282	ENSG00000227471	C9JRZ8
AKR1C1	1645	ENSG00000187134	Q04828
AKR1C2	1646	ENSG00000151632	P52895
AKR1C3	8644	ENSG00000196139	P42330
AKR1C4	1109	ENSG00000198610	P17516
AKR1C5P	100996684	ENSG00000225418	
AKR1C6P	389932	ENSG00000151631	
AKR1C7P	648947	ENSG00000215267	
AKR1C8P	340811	ENSG00000264006	Q5T2L2
AKR1D1	6718	ENSG00000122787	P51857
AKR1D1P1	80701	ENSG00000227776	
AKR1E2	83592	ENSG00000165568	Q96JD6
AKR7A2	8574	ENSG00000053371	O43488
AKR7A2P1	246182	ENSG00000229020	
AKR7A2P2	159007		
AKR7A3	22977	ENSG00000162482	O95154
AKR7L	246181	ENSG00000211454	Q8NHP1
AKT1	207	ENSG00000142208	P31749
AKT1S1	84335	ENSG00000204673	Q96B36
AKT2	208	ENSG00000105221	P31751
AKT3	10000	ENSG00000117020	Q9Y243
AKT3-IT1	100874263	ENSG00000228939	
AKTIP	64400	ENSG00000166971	Q9H8T0
AKU			
ALAD	210	ENSG00000148218	P13716
ALAS1	211	ENSG00000023330	P13196
ALAS2	212	ENSG00000158578	P22557
ALAS3			
ALB	213	ENSG00000163631	P02768
ALCAM	214	ENSG00000170017	Q13740
ALD			
ALDH1A1	216	ENSG00000165092	P00352
ALDH1A2	8854	ENSG00000128918	O94788
ALDH1A3	220	ENSG00000184254	P47895
ALDH1B1	219	ENSG00000137124	P30837
ALDH1L1	10840	ENSG00000144908	O75891
ALDH1L1-AS1	100874204	ENSG00000250218	
ALDH1L1-AS2	100862662	ENSG00000246022	
ALDH1L2	160428	ENSG00000136010	Q3SY69
ALDH2	217	ENSG00000111275	P05091
ALDH3A1	218	ENSG00000108602	P30838
ALDH3A2	224	ENSG00000072210	P51648
ALDH3B1	221	ENSG00000006534	P43353
ALDH3B2	222	ENSG00000132746	P48448
ALDH4A1	8659	ENSG00000159423	P30038
ALDH5A1	7915	ENSG00000112294	P51649
ALDH6A1	4329	ENSG00000119711	Q02252
ALDH7A1	501	ENSG00000164904	P49419
ALDH7A1P1	541	ENSG00000251400	
ALDH7A1P2	542	ENSG00000232292	
ALDH7A1P3	543	ENSG00000243853	
ALDH7A1P4	544	ENSG00000234489	
ALDH8A1	64577	ENSG00000118514	Q9H2A2
ALDH9A1	223	ENSG00000143149	P49189
ALDH16A1	126133	ENSG00000161618	Q8IZ83
ALDH18A1	5832	ENSG00000059573	P54886
ALDL1			
ALDOA	226	ENSG00000149925	P04075
ALDOAP1	391538	ENSG00000242849	
ALDOAP2	228	ENSG00000214297	
ALDOB	229	ENSG00000136872	P05062
ALDOC	230	ENSG00000109107	P09972
ALDR1			
ALDRL2			
ALDRL5			
ALFN1			
ALG1	56052	ENSG00000033011	Q9BT22
ALG1L	200810	ENSG00000189366	Q6GMV1
ALG1L2	644974	ENSG00000251287	C9J202
ALG1L3P	100132066	ENSG00000251087	
ALG1L5P	647415	ENSG00000226943	
ALG1L6P	339879	ENSG00000238278	
ALG1L7P	728263	ENSG00000251271	
ALG1L8P	645015	ENSG00000227620	
ALG1L9P	285407	ENSG00000254978	
ALG1L10P	106479037	ENSG00000254016	
ALG1L11P	106480789	ENSG00000249889	
ALG1L12P	100421097	ENSG00000250794	
ALG1L13P	106479038	ENSG00000253981	
ALG1L14P	100996649	ENSG00000250268	
ALG1L15P	730086	ENSG00000242017	
ALG2	85365	ENSG00000119523	Q9H553
ALG3	10195	ENSG00000214160	Q92685
ALG3P1	442131	ENSG00000251568	
ALG5	29880	ENSG00000120697	Q9Y673
ALG6	29929	ENSG00000088035	Q9Y672
ALG8	79053	ENSG00000159063	Q9BVK2
ALG9	79796	ENSG00000086848	Q9H6U8
ALG9-IT1	100874303	ENSG00000254450	
ALG10	84920	ENSG00000139133	Q5BKT4
ALG10B	144245	ENSG00000175548	Q5I7T1
ALG11	440138	ENSG00000253710	Q2TAA5
ALG12	79087	ENSG00000182858	Q9BV10
ALG13	79868	ENSG00000101901	Q9NP73
ALG13-AS1	106478971	ENSG00000229487	
ALG14	199857	ENSG00000172339	Q96F25
ALG14-AS1	101928098	ENSG00000230427	
ALK	238	ENSG00000171094	Q9UM73
ALKAL1	389658	ENSG00000196711	Q6UXT8
ALKAL2	285016	ENSG00000189292	Q6UX46
ALKBH1	8846	ENSG00000100601	Q13686
ALKBH2	121642	ENSG00000189046	Q6NS38
ALKBH3	221120	ENSG00000166199	Q96Q83
ALKBH3-AS1	100507300	ENSG00000244926	
ALKBH4	54784	ENSG00000160993	Q9NXW9
ALKBH5	54890	ENSG00000091542	Q6P6C2
ALKBH6	84964	ENSG00000239382	Q3KRA9
ALKBH7	84266	ENSG00000125652	Q9BT30
ALKBH8	91801	ENSG00000137760	Q96BT7
ALLC	55821	ENSG00000151360	Q8N6M5
ALMS1	7840	ENSG00000116127	Q8TCU4
ALMS1-IT1	100874291	ENSG00000230002	
ALMS1P1	200420	ENSG00000163016	
ALOX5	240	ENSG00000012779	P09917
ALOX5AP	241	ENSG00000132965	P20292
ALOX12	239	ENSG00000108839	P18054
ALOX12-AS1	100506713	ENSG00000215067	
ALOX12B	242	ENSG00000179477	O75342
ALOX12P1	243	ENSG00000264958	
ALOX12P2	245	ENSG00000262943	
ALOX15	246	ENSG00000161905	P16050
ALOX15B	247	ENSG00000179593	O15296
ALOX15P1	100652883	ENSG00000274114	
ALOX15P2	642959	ENSG00000188101	
ALOXE3	59344	ENSG00000179148	Q9BYJ1
ALOXE3P1	100420216		
ALPG	251	ENSG00000163286	P10696
ALPI	248	ENSG00000163295	P09923
ALPK1	80216	ENSG00000073331	Q96QP1
ALPK2	115701	ENSG00000198796	Q86TB3
ALPK3	57538	ENSG00000136383	Q96L96
ALPL	249	ENSG00000162551	P05186
ALPP	250	ENSG00000163283	P05187
ALPPL1			
ALPPP	260330		
ALS1			
ALS2	57679	ENSG00000003393	Q96Q42
ALS2CL	259173	ENSG00000178038	Q60I27
ALS2CR1			
ALS2CR6			
ALS2CR14			
ALS2CR16			
ALS2CR17			
ALS2CR18			
ALS3			
ALS5			
ALS6			
ALS7			
ALUNC			
ALX1	8092	ENSG00000180318	Q15699
ALX3	257	ENSG00000156150	O95076
ALX4	60529	ENSG00000052850	Q9H161
ALYREF	10189	ENSG00000183684	Q86V81
AMACR	23600	ENSG00000242110	Q9UHK6
AMBN	258	ENSG00000178522	Q9NP70
AMBP	259	ENSG00000106927	P02760
AMBRA1	55626	ENSG00000110497	Q9C0C7
AMCD1			
AMCD2B			
AMCN			
AMD1	262	ENSG00000123505	P17707
AMD1P1	100133024	ENSG00000228339	
AMD1P2	263	ENSG00000237801	
AMD1P3	728931	ENSG00000249286	
AMD1P4	100129761	ENSG00000215124	
AMD2			
AMDHD1	144193	ENSG00000139344	Q96NU7
AMDHD2	51005	ENSG00000162066	Q9Y303
AMDM			
AMELX	265	ENSG00000125363	Q99217
AMELY	266	ENSG00000099721	Q99218
AMER1	139285	ENSG00000184675	Q5JTC6
AMER2	219287	ENSG00000165566	Q8N7J2
AMER3	205147	ENSG00000178171	Q8N944
AMFR	267	ENSG00000159461	Q9UKV5
AMH	268	ENSG00000104899	P03971
AMHR2	269	ENSG00000135409	Q16671
AMIGO1	57463	ENSG00000181754	Q86WK6
AMIGO2	347902	ENSG00000139211	Q86SJ2
AMIGO3	386724	ENSG00000176020	Q86WK7
AMLCR2	9163		
AMMECR1	9949	ENSG00000101935	Q9Y4X0
AMMECR1-IT1	100874352	ENSG00000224142	
AMMECR1L	83607	ENSG00000144233	Q6DCA0
AMMECR1LP1	100420921	ENSG00000233273	
AMN	81693	ENSG00000166126	Q9BXJ7
AMN1	196394	ENSG00000151743	Q8IY45
AMOT	154796	ENSG00000126016	Q4VCS5
AMOTL1	154810	ENSG00000166025	Q8IY63
AMOTL2	51421	ENSG00000114019	Q9Y2J4
AMPD1	270	ENSG00000116748	P23109
AMPD2	271	ENSG00000116337	Q01433
AMPD3	272	ENSG00000133805	Q01432
AMPH	273	ENSG00000078053	P49418
AMPHL			
AMT	275	ENSG00000145020	P48728
AMTN	401138	ENSG00000187689	Q6UX39
AMY1A	276	ENSG00000237763	P04745
AMY1B	277	ENSG00000174876	P04745
AMY1C	278	ENSG00000187733	P04745
AMY2A	279	ENSG00000243480	P04746
AMY2B	280	ENSG00000240038	P19961
AMYP1	281	ENSG00000227408	
AMZ1	155185	ENSG00000174945	Q400G9
AMZ2	51321	ENSG00000196704	Q86W34
AMZ2P1	201283	ENSG00000214174	
AMZ2P2	100421018	ENSG00000219249	
AMZ2P3	100128929		
AN1			
AN2			
ANAPC1	64682	ENSG00000153107	Q9H1A4
ANAPC1P1	100286979	ENSG00000233673	
ANAPC1P2	285074	ENSG00000231259	
ANAPC1P3	100420889	ENSG00000230395	
ANAPC1P4	730268	ENSG00000234231	
ANAPC1P5	100420890	ENSG00000275597	
ANAPC1P6	402096	ENSG00000235486	
ANAPC2	29882	ENSG00000176248	Q9UJX6
ANAPC4	29945	ENSG00000053900	Q9UJX5
ANAPC5	51433	ENSG00000089053	Q9UJX4
ANAPC7	51434	ENSG00000196510	Q9UJX3
ANAPC10	10393	ENSG00000164162	Q9UM13
ANAPC10P1	729198	ENSG00000213735	
ANAPC11	51529	ENSG00000141552	Q9NYG5
ANAPC13	25847	ENSG00000129055	Q9BS18
ANAPC15	25906	ENSG00000110200	P60006
ANAPC15P1	100128808		
ANAPC15P2	117751731		
ANAPC16	119504	ENSG00000166295	Q96DE5
ANCR	282		
ANE1			
ANG	283	ENSG00000214274	P03950
ANGEL1	23357	ENSG00000013523	Q9UNK9
ANGEL2	90806	ENSG00000174606	Q5VTE6
ANGPT1	284	ENSG00000154188	Q15389
ANGPT2	285	ENSG00000091879	O15123
ANGPT3			
ANGPT4	51378	ENSG00000101280	Q9Y264
ANGPT5			
ANGPTL1	9068	ENSG00000116194	O95841
ANGPTL2	23452	ENSG00000136859	Q9UKU9
ANGPTL3	27329	ENSG00000132855	Q9Y5C1
ANGPTL4	51129	ENSG00000167772	Q9BY76
ANGPTL5	253935	ENSG00000187151	Q86XS5
ANGPTL6	83854	ENSG00000130812	Q8NI99
ANGPTL7	10218	ENSG00000171819	O43827
ANGPTL8	55908	ENSG00000130173	Q6UXH0
ANHX	647589	ENSG00000227059	E9PGG2
ANIB1			
ANIB2			
ANIB3			
ANIB4			
ANK1	286	ENSG00000029534	P16157
ANK2	287	ENSG00000145362	Q01484
ANK2-AS1	105377373	ENSG00000248152	
ANK3	288	ENSG00000151150	Q12955
ANK3-DT	105378320	ENSG00000254271	
ANKAR	150709	ENSG00000151687	Q7Z5J8
ANKDD1A	348094	ENSG00000166839	Q495B1
ANKDD1B	728780	ENSG00000189045	A6NHY2
ANKEF1	63926	ENSG00000132623	Q9NU02
ANKFN1	162282	ENSG00000153930	Q8N957
ANKFY1	51479	ENSG00000185722	Q9P2R3
ANKH	56172	ENSG00000154122	Q9HCJ1
ANKHD1	54882	ENSG00000131503	Q8IWZ3
ANKHD1-EIF4EBP3	404734	ENSG00000254996	
ANKIB1	54467	ENSG00000001629	Q9P2G1
ANKK1	255239	ENSG00000170209	Q8NFD2
ANKL1			
ANKLE1	126549	ENSG00000160117	Q8NAG6
ANKLE2	23141	ENSG00000176915	Q86XL3
ANKMY1	51281	ENSG00000144504	Q9P2S6
ANKMY2	57037	ENSG00000106524	Q8IV38
ANKRA2	57763	ENSG00000164331	Q9H9E1
ANKRD1	27063	ENSG00000148677	Q15327
ANKRD2	26287	ENSG00000165887	Q9GZV1
ANKRD6	22881	ENSG00000135299	Q9Y2G4
ANKRD7	56311	ENSG00000106013	Q92527
ANKRD9	122416	ENSG00000156381	Q96BM1
ANKRD10	55608	ENSG00000088448	Q9NXR5
ANKRD10-IT1	100505494	ENSG00000229152	
ANKRD11	29123	ENSG00000167522	Q6UB99
ANKRD11P1	100287912		
ANKRD11P2	100419906		
ANKRD12	23253	ENSG00000101745	Q6UB98
ANKRD13A	88455	ENSG00000076513	Q8IZ07
ANKRD13B	124930	ENSG00000198720	Q86YJ7
ANKRD13C	81573	ENSG00000118454	Q8N6S4
ANKRD13D	338692	ENSG00000172932	Q6ZTN6
ANKRD14			
ANKRD16	54522	ENSG00000134461	Q6P6B7
ANKRD17	26057	ENSG00000132466	O75179
ANKRD18A	253650	ENSG00000180071	Q8IVF6
ANKRD18B	441459	ENSG00000230453	A2A2Z9
ANKRD18CP	101926917	ENSG00000159712	
ANKRD18DP	348840	ENSG00000226435	
ANKRD18EP	100131031	ENSG00000217165	
ANKRD19P	138649	ENSG00000187984	Q9H560
ANKRD20A1	84210	ENSG00000260691	Q5TYW2
ANKRD20A2P	441430	ENSG00000183148	Q5SQ80
ANKRD20A3P	441425	ENSG00000276203	Q5VUR7
ANKRD20A4P	728747	ENSG00000172014	Q4UJ75
ANKRD20A5P	440482	ENSG00000186481	A0PJZ0
ANKRD20A6P	728157	ENSG00000274502	
ANKRD20A7P	653436	ENSG00000236816	
ANKRD20A8P	729171	ENSG00000229089	Q5CZ79
ANKRD20A9P	284232	ENSG00000206192	
ANKRD20A10P	100421422	ENSG00000226695	
ANKRD20A11P	391267	ENSG00000215559	
ANKRD20A12P	100874392		Q8NF67
ANKRD20A13P	100132733		
ANKRD20A14P	100533719		
ANKRD20A15P	100533720		
ANKRD20A16P	100421427		
ANKRD20A17P	100421363	ENSG00000251056	
ANKRD20A18P	391269	ENSG00000249493	
ANKRD20A19P	400110	ENSG00000196593	
ANKRD20A20P	728788		
ANKRD20A21P	102723552	ENSG00000277112	
ANKRD22	118932	ENSG00000152766	Q5VYY1
ANKRD23	200539	ENSG00000163126	Q86SG2
ANKRD24	170961	ENSG00000089847	Q8TF21
ANKRD26	22852	ENSG00000107890	Q9UPS8
ANKRD26P1	124149	ENSG00000261239	Q6NSI1
ANKRD26P2	646929	ENSG00000235550	
ANKRD26P3	100101938	ENSG00000237636	
ANKRD26P4	100873882	ENSG00000229427	
ANKRD27	84079	ENSG00000105186	Q96NW4
ANKRD28	23243	ENSG00000206560	O15084
ANKRD29	147463	ENSG00000154065	Q8N6D5
ANKRD30A	91074	ENSG00000148513	Q9BXX3
ANKRD30B	374860	ENSG00000180777	Q9BXX2
ANKRD30BL	554226	ENSG00000163046	A7E2S9
ANKRD30BP1	642460	ENSG00000175302	
ANKRD30BP2	149992	ENSG00000224309	
ANKRD30BP3	338579	ENSG00000230501	
ANKRD31	256006	ENSG00000145700	Q8N7Z5
ANKRD33	341405	ENSG00000167612	Q7Z3H0
ANKRD33B	651746	ENSG00000164236	A6NCL7
ANKRD33B-AS1	100874247	ENSG00000250106	
ANKRD33B-IT1			
ANKRD34A	284615	ENSG00000272031	Q69YU3
ANKRD34B	340120	ENSG00000189127	A5PLL1
ANKRD34C	390616	ENSG00000235711	P0C6C1
ANKRD34C-AS1	729911	ENSG00000259234	
ANKRD35	148741	ENSG00000198483	Q8N283
ANKRD36	375248	ENSG00000135976	A6QL64
ANKRD36B	57730	ENSG00000196912	Q8N2N9
ANKRD36BP1	84832	ENSG00000214262	Q96IX9
ANKRD36BP2	645784	ENSG00000230006	
ANKRD36C	400986	ENSG00000174501	Q5JPF3
ANKRD36P1	100132420	ENSG00000188399	
ANKRD37	353322	ENSG00000186352	Q7Z713
ANKRD39	51239	ENSG00000213337	Q53RE8
ANKRD40	91369	ENSG00000154945	Q6AI12
ANKRD40CL	55018	ENSG00000167117	Q53H64
ANKRD42	338699	ENSG00000137494	Q8N9B4
ANKRD44	91526	ENSG00000065413	Q8N8A2
ANKRD44-AS1	101927596	ENSG00000231621	
ANKRD44-IT1	101927547	ENSG00000236977	
ANKRD45	339416	ENSG00000183831	Q5TZF3
ANKRD46	157567	ENSG00000186106	Q86W74
ANKRD49	54851	ENSG00000168876	Q8WVL7
ANKRD49P1	100419814	ENSG00000228446	
ANKRD49P2	116435289	ENSG00000225349	
ANKRD49P3	391834	ENSG00000248616	
ANKRD49P4	100130680	ENSG00000214684	
ANKRD50	57182	ENSG00000151458	Q9ULJ7
ANKRD52	283373	ENSG00000139645	Q8NB46
ANKRD53	79998	ENSG00000144031	Q8N9V6
ANKRD54	129138	ENSG00000100124	Q6NXT1
ANKRD54P1	100419962	ENSG00000236442	
ANKRD55	79722	ENSG00000164512	Q3KP44
ANKRD60	140731	ENSG00000124227	Q9BZ19
ANKRD61	100310846	ENSG00000157999	A6NGH8
ANKRD62	342850	ENSG00000181626	A6NC57
ANKRD62P1	107080639	ENSG00000259271	
ANKRD62P1-PARP4P3	23783	ENSG00000189295	
ANKRD63	100131244	ENSG00000230778	C9JTQ0
ANKRD65	441869	ENSG00000235098	E5RJM6
ANKRD66	100287718	ENSG00000230062	B4E2M5
ANKS1A	23294	ENSG00000064999	Q92625
ANKS1B	56899	ENSG00000185046	Q7Z6G8
ANKS3	124401	ENSG00000168096	Q6ZW76
ANKS4B	257629	ENSG00000175311	Q8N8V4
ANKS6	203286	ENSG00000165138	Q68DC2
ANKUB1	389161	ENSG00000206199	A6NFN9
ANKZF1	55139	ENSG00000163516	Q9H8Y5
ANLN	54443	ENSG00000011426	Q9NQW6
ANO1	55107	ENSG00000131620	Q5XXA6
ANO1-AS1	100873981	ENSG00000254902	
ANO2	57101	ENSG00000047617	Q9NQ90
ANO3	63982	ENSG00000134343	Q9BYT9
ANO3-AS1	105376599	ENSG00000254819	
ANO4	121601	ENSG00000151572	Q32M45
ANO5	203859	ENSG00000171714	Q75V66
ANO6	196527	ENSG00000177119	Q4KMQ2
ANO7	50636	ENSG00000146205	Q6IWH7
ANO7L1	101927546	ENSG00000237276	
ANO8	57719	ENSG00000074855	Q9HCE9
ANO9	338440	ENSG00000185101	A1A5B4
ANO10	55129	ENSG00000160746	Q9NW15
ANOP1			
ANOS1	3730	ENSG00000011201	P23352
ANOS2P	3734	ENSG00000241859	
ANP			
ANP32A	8125	ENSG00000140350	P39687
ANP32A-IT1	80035		
ANP32AP1	723972	ENSG00000259516	
ANP32B	10541	ENSG00000136938	Q92688
ANP32BP1	646791	ENSG00000259790	
ANP32BP2	100130708	ENSG00000231801	
ANP32BP3	100652899	ENSG00000259461	
ANP32C	23520	ENSG00000248546	O43423
ANP32D	23519	ENSG00000139223	O95626
ANP32E	81611	ENSG00000143401	Q9BTT0
ANPEP	290	ENSG00000166825	P15144
ANPRA			
ANPRB			
ANPRC			
ANT1			
ANT2			
ANT3			
ANTKMT	65990	ENSG00000103254	Q9BQD7
ANTP2			
ANTP3			
ANTP4			
ANTXR1	84168	ENSG00000169604	Q9H6X2
ANTXR2	118429	ENSG00000163297	P58335
ANTXRL	195977	ENSG00000274209	A6NF34
ANTXRLP1	100996567	ENSG00000263482	
ANX1			
ANX2			
ANX2L1			
ANX2L2			
ANX2L3			
ANX2L4			
ANX2LG			
ANX2P1			
ANX2P2			
ANX2P3			
ANX3			
ANX4			
ANX5			
ANX6			
ANX7			
ANX8			
ANX11			
ANX13			
ANX31			
ANXA1	301	ENSG00000135046	P04083
ANXA2	302	ENSG00000182718	P07355
ANXA2P1	303	ENSG00000213406	
ANXA2P2	304	ENSG00000231991	A6NMY6
ANXA2P3	305	ENSG00000216740	
